         18571687 function calls (17837496 primitive calls) in 21.574 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     3540    0.004    0.000    0.007    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/lines.py:1375(set_solid_joinstyle)
6853/6714    0.007    0.000    0.007    0.000 {built-in method _abc._abc_subclasscheck}
      240    0.001    0.000    0.007    0.000 /home/codespace/.python/current/lib/python3.10/pathlib.py:589(_from_parts)
      600    0.001    0.000    0.007    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/markers.py:779(_set_tickup)
      260    0.001    0.000    0.007    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/legend.py:639(_set_artist_props)
       10    0.000    0.000    0.007    0.001 /home/codespace/.python/current/lib/python3.10/site-packages/gym/spaces/dict.py:125(seed)
     4440    0.004    0.000    0.007    0.000 /home/codespace/.local/lib/python3.10/site-packages/numpy/core/_ufunc_config.py:452(_no_nep50_warning)
      360    0.000    0.000    0.007    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/transforms.py:2770(get_transformed_path_and_affine)
     5740    0.007    0.000    0.007    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/offsetbox.py:190(<genexpr>)
    17400    0.007    0.000    0.007    0.000 {method 'data_ptr' of 'torch._C._TensorBase' objects}
    17400    0.007    0.000    0.007    0.000 {method 'untyped_storage' of 'torch._C._TensorBase' objects}
    17400    0.007    0.000    0.007    0.000 /home/codespace/.local/lib/python3.10/site-packages/torch/serialization.py:538(_check_dill_version)
       80    0.000    0.000    0.007    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/transforms.py:930(update_from_data_xy)
     6010    0.003    0.000    0.007    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Simulator/RDDLSimulator.py:152(states)
     6640    0.006    0.000    0.007    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/ticker.py:1937(closeto)
       40    0.002    0.000    0.007    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/colors.py:701(__call__)
      110    0.001    0.000    0.007    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/axes/_base.py:3432(set_xlabel)
     6010    0.005    0.000    0.007    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Simulator/RDDLSimulator.py:282(check_terminal_states)
     2680    0.002    0.000    0.007    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/transforms.py:2222(transform_non_affine)
      400    0.000    0.000    0.007    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/offsetbox.py:636(get_transform)
      240    0.001    0.000    0.007    0.000 /home/codespace/.python/current/lib/python3.10/pathlib.py:569(_parse_args)
     3300    0.002    0.000    0.006    0.000 /home/codespace/.python/current/lib/python3.10/_collections_abc.py:923(__iter__)
      130    0.000    0.000    0.006    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/gym/spaces/space.py:103(seed)
     2760    0.006    0.000    0.006    0.000 {method '__deepcopy__' of 'numpy.ndarray' objects}
     2300    0.002    0.000    0.006    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/offsetbox.py:338(get_visible_children)
    46260    0.006    0.000    0.006    0.000 /home/codespace/.python/current/lib/python3.10/copy.py:107(_copy_immutable)
        1    0.001    0.001    0.006    0.006 /home/codespace/.python/current/lib/python3.10/site-packages/ply/yacc.py:1980(read_table)
      540    0.003    0.000    0.006    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/axis.py:1364(<listcomp>)
    44294    0.006    0.000    0.006    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/font_manager.py:700(get_size)
      130    0.002    0.000    0.006    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/gym/utils/seeding.py:9(np_random)
    14590    0.006    0.000    0.006    0.000 {method 'pop' of 'list' objects}
      240    0.001    0.000    0.006    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/spines.py:299(set_position)
      170    0.001    0.000    0.006    0.000 /home/codespace/.local/lib/python3.10/site-packages/numpy/ma/core.py:2808(__new__)
     3600    0.004    0.000    0.006    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/spines.py:565(__getitem__)
     3680    0.005    0.000    0.006    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/text.py:298(set_rotation_mode)
     1310    0.001    0.000    0.006    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/transforms.py:2786(get_affine)
    13270    0.006    0.000    0.006    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/artist.py:298(axes)
      840    0.001    0.000    0.006    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/artist.py:906(set_clip_on)
     9938    0.004    0.000    0.006    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/cbook.py:1851(_str_equal)
      580    0.001    0.000    0.006    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/axes/_base.py:1171(_set_artist_props)
     6000    0.004    0.000    0.006    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/text.py:284(get_rotation)
    17400    0.006    0.000    0.006    0.000 {method 'storage_offset' of 'torch._C._TensorBase' objects}
    36076    0.006    0.000    0.006    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Compiler/RDDLModel.py:328(grounded_names)
 1680/900    0.003    0.000    0.006    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/offsetbox.py:239(axes)
     3540    0.003    0.000    0.006    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/lines.py:1241(set_markeredgewidth)
      826    0.000    0.000    0.006    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/pyRDDLGym/Core/Parser/parser.py:230(token)
      480    0.001    0.000    0.006    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/markers.py:771(_set_tickright)
      120    0.001    0.000    0.006    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/colors.py:1294(process_value)
      360    0.001    0.000    0.006    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/axis.py:2485(get_ticks_position)
    21430    0.006    0.000    0.006    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/figure.py:2758(_get_dpi)
      140    0.004    0.000    0.006    0.000 /home/codespace/.local/lib/python3.10/site-packages/numpy/core/function_base.py:24(linspace)
    38574    0.006    0.000    0.006    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/font_manager.py:677(get_variant)
    11961    0.006    0.000    0.006    0.000 {method 'copy' of 'dict' objects}
     7730    0.005    0.000    0.005    0.000 {method 'tolist' of 'numpy.ndarray' objects}
     2140    0.003    0.000    0.005    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/lines.py:962(_get_markerfacecolor)
      320    0.000    0.000    0.005    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/axis.py:1827(set_major_formatter)
      950    0.001    0.000    0.005    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/patches.py:329(set_edgecolor)
    36128    0.005    0.000    0.005    0.000 /home/codespace/.local/lib/python3.10/site-packages/numpy/core/fromnumeric.py:1764(_ravel_dispatcher)
     1030    0.002    0.000    0.005    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/patches.py:381(set_linewidth)
      320    0.002    0.000    0.005    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/axis.py:1893(set_major_locator)
      260    0.005    0.000    0.005    0.000 {built-in method matplotlib._path.update_path_extents}
       60    0.001    0.000    0.005    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/axes/_base.py:873(_set_lim_and_transforms)
      910    0.005    0.000    0.005    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/axis.py:790(get_scale)
      180    0.003    0.000    0.005    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/transforms.py:482(anchored)
      760    0.001    0.000    0.005    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/transforms.py:2646(get_matrix)
      826    0.003    0.000    0.005    0.000 /home/codespace/.python/current/lib/python3.10/site-packages/ply/lex.py:305(token)
      240    0.003    0.000    0.005    0.000 /home/codespace/.python/current/lib/python3.10/pathlib.py:56(parse_parts)
      560    0.001    0.000    0.005    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/artist.py:754(set_clip_box)
    38486    0.005    0.000    0.005    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/font_manager.py:864(get_math_fontfamily)
      2/1    0.000    0.000    0.005    0.005 {built-in method builtins.exec}
      610    0.003    0.000    0.005    0.000 /home/codespace/.local/lib/python3.10/site-packages/numpy/ma/core.py:2952(_update_from)
    38574    0.005    0.000    0.005    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/font_manager.py:683(get_weight)
     1040    0.005    0.000    0.005    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/axis.py:1590(get_major_locator)
    17400    0.005    0.000    0.005    0.000 {method 'nbytes' of 'torch._C.StorageBase' objects}
       10    0.000    0.000    0.005    0.001 /home/codespace/.local/lib/python3.10/site-packages/PIL/Image.py:786(frombytes)
        1    0.000    0.000    0.005    0.005 <string>:1(<module>)
        1    0.000    0.000    0.005    0.005 <frozen importlib._bootstrap>:1022(_find_and_load)
        1    0.000    0.000    0.005    0.005 <frozen importlib._bootstrap>:987(_find_and_load_unlocked)
     3840    0.002    0.000    0.005    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/ticker.py:317(__call__)
     1080    0.002    0.000    0.005    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/axis.py:207(_apply_tickdir)
    38574    0.005    0.000    0.005    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/font_manager.py:692(get_stretch)
     1010    0.002    0.000    0.005    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/patches.py:314(_set_edgecolor)
    38488    0.005    0.000    0.005    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/font_manager.py:706(get_file)
        1    0.000    0.000    0.005    0.005 <frozen importlib._bootstrap>:664(_load_unlocked)
     1440    0.002    0.000    0.005    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/offsetbox.py:516(<listcomp>)
     1140    0.001    0.000    0.005    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/spines.py:135(get_patch_transform)
        1    0.000    0.000    0.005    0.005 <frozen importlib._bootstrap_external>:877(exec_module)
      140    0.002    0.000    0.005    0.000 /home/codespace/.python/current/lib/python3.10/contextlib.py:76(inner)
    17400    0.005    0.000    0.005    0.000 /home/codespace/.local/lib/python3.10/site-packages/torch/serialization.py:404(__init__)
    39762    0.005    0.000    0.005    0.000 {built-in method builtins.callable}
     3320    0.004    0.000    0.005    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/ticker.py:1922(__init__)
    17400    0.005    0.000    0.005    0.000 {method 'fileno' of '_io._IOBase' objects}
       10    0.005    0.000    0.005    0.000 {method 'decode' of 'ImagingDecoder' objects}
    11936    0.005    0.000    0.005    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/_api/__init__.py:152(<genexpr>)
     1320    0.003    0.000    0.005    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/axis.py:1317(<listcomp>)
      110    0.000    0.000    0.005    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/axes/_base.py:3497(get_xbound)
     1560    0.004    0.000    0.005    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/transforms.py:132(__getstate__)
      120    0.002    0.000    0.005    0.000 /home/codespace/.local/lib/python3.10/site-packages/numpy/ma/core.py:3786(filled)
       40    0.000    0.000    0.005    0.000 /home/codespace/.local/lib/python3.10/site-packages/numpy/ma/core.py:5760(min)
     1440    0.001    0.000    0.005    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/offsetbox.py:518(<listcomp>)
    18152    0.005    0.000    0.005    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
     5380    0.005    0.000    0.005    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/offsetbox.py:193(<genexpr>)
     2300    0.003    0.000    0.004    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/offsetbox.py:340(<listcomp>)
      820    0.003    0.000    0.004    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/axis.py:1043(_translate_tick_params)
    17404    0.004    0.000    0.004    0.000 {method 'get' of 'mappingproxy' objects}
      500    0.004    0.000    0.004    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/_api/__init__.py:278(select_matching_signature)
     3940    0.003    0.000    0.004    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/transforms.py:356(height)
      360    0.002    0.000    0.004    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/axis.py:2202(_get_ticks_position)
    16560    0.004    0.000    0.004    0.000 {method 'replace' of 'str' objects}
      200    0.001    0.000    0.004    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/offsetbox.py:647(set_offset)
     2130    0.003    0.000    0.004    0.000 /home/codespace/.local/lib/python3.10/site-packages/numpy/lib/stride_tricks.py:538(<listcomp>)
       80    0.000    0.000    0.004    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/collections.py:762(_set_facecolor)
     3540    0.003    0.000    0.004    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/lines.py:1256(set_markersize)
      200    0.000    0.000    0.004    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/offsetbox.py:776(set_offset)
      360    0.001    0.000    0.004    0.000 /home/codespace/.local/lib/python3.10/site-packages/matplotlib/artist.py:1093(set_label)
